Column1,Column2,Column3,Column4,Column5,Column6,Column7
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,Activity
0.32505003,-7.0219502,-1.7920501,-0.8839875,0.0636625,0.0402875,Upstairs
0.13605,-6.9979506,-1.9420501,-0.85305,0.0917125,-0.005775,Upstairs
-0.16395001,-7.0480504,-2.196,-0.8221125,0.0836,-0.0418,Upstairs
-0.42195,-7.0650005,-2.421,-0.792,0.0416625,-0.0647625,Upstairs
-0.684,-7.1730003,-2.778,-0.77,-0.0323125,-0.0748,Upstairs
-0.822,-7.2760506,-3.0940502,-0.7530875,-0.1343375,-0.0727375,Upstairs
-0.99300003,-7.3759503,-3.2359502,-0.735075,-0.2583625,-0.065725,Upstairs
-1.0999501,-7.5660005,-3.2410502,-0.7140375,-0.40039998,-0.05775,Upstairs
-1.31595,-7.6639504,-2.9910002,-0.6859875,-0.54835,-0.0397375,Upstairs
-1.26795,-7.7170506,-2.661,-0.64405,-0.68035,-0.0237875,Upstairs
-1.3300501,-7.8220506,-2.2710001,-0.586025,-0.78636247,-0.0088,Upstairs
-1.44,-7.9300504,-1.8750001,-0.5110875,-0.8553875,-0.0037125,Upstairs
-1.47405,-8.101951,-1.7389501,-0.4250125,-0.8833,-0.0048125,Upstairs
-1.5510001,-8.203051,-1.53795,-0.3370125,-0.87229997,-0.0088,Upstairs
-1.8600001,-8.260051,-1.641,-0.2550625,-0.8333875,-0.0097625,Upstairs
-2.08695,-8.302951,-1.5280501,-0.1830125,-0.7673875,0.000275,Upstairs
-2.1060002,-8.32695,-1.8559501,-0.1230625,-0.6892875,0.0132,Upstairs
-2.1730502,-8.2890005,-2.0359502,-0.0760375,-0.6083,0.03025,Upstairs
-2.1090002,-8.373,-2.2350001,-0.0411125,-0.5383125,0.0473,Upstairs
-2.049,-8.272051,-2.3470502,-0.01705,-0.479325,0.060225,Upstairs
-1.9099501,-8.236051,-2.529,0,-0.435325,0.0721875,Upstairs
-1.9030501,-8.097,-2.6149502,0.01595,-0.4123625,0.0812625,Upstairs
-1.5460501,-8.059051,-2.66595,0.0309375,-0.408375,0.0812625,Upstairs
-1.2919501,-7.96995,-2.7160501,0.0510125,-0.4213,0.07425,Upstairs
-0.93495005,-7.75995,-2.709,0.0759,-0.4323,0.0583,Upstairs
-0.73395,-7.70205,-2.77395,0.1018875,-0.441375,0.0391875,Upstairs
-0.54705,-7.563,-2.7810001,0.132,-0.446325,0.015262499,Upstairs
-0.46995002,-7.5870004,-2.8260002,0.15895,-0.4373875,-0.0088,Upstairs
-0.37500003,-7.4890504,-2.7280502,0.18095,-0.41635,-0.032725,Upstairs
-0.27405003,-7.4770503,-2.7930002,0.1989625,-0.3812875,-0.0587125,Upstairs
-0.363,-7.32105,-2.8620002,0.210925,-0.3433375,-0.087725,Upstairs
-0.372,-7.314,-2.90805,0.2239875,-0.3053875,-0.1188,Upstairs
-0.30795002,-7.31895,-2.94405,0.2349875,-0.2712875,-0.1518,Upstairs
-0.40095,-7.14405,-3.14505,0.2409,-0.2534125,-0.1947,Upstairs
-0.42705002,-7.11105,-3.2929502,0.24695,-0.2503875,-0.2387,Upstairs
-0.67905,-7.0150504,-3.3120003,0.24695,-0.2644125,-0.2897125,Upstairs
-0.74100006,-6.972,-3.3960001,0.2409,-0.2993375,-0.3447125,Upstairs
-0.89205,-6.9880505,-3.51795,0.231,-0.3443,-0.3977875,Upstairs
-1.0690501,-7.0750504,-3.423,0.2179375,-0.3993,-0.4448125,Upstairs
-1.1910001,-7.0720506,-3.42,0.20899999,-0.4582875,-0.4907375,Upstairs
-1.28205,-7.1710505,-3.4939501,0.2008875,-0.51535,-0.5297875,Upstairs
-1.52205,-7.3170004,-3.5449502,0.1989625,-0.556325,-0.566775,Upstairs
-1.7350501,-7.3650002,-3.5470502,0.198,-0.5913875,-0.593725,Upstairs
-1.8430501,-7.6780505,-3.62595,0.2019875,-0.61435,-0.6138,Upstairs
-2.0269501,-7.7760005,-3.82995,0.2099625,-0.6204,-0.62975,Upstairs
-2.23095,-7.9849505,-3.9810002,0.2189,-0.61435,-0.6367625,Upstairs
-2.4060001,-8.068951,-4.158,0.2380125,-0.6073375,-0.637725,Upstairs
-2.6860502,-8.346001,-4.3879504,0.260975,-0.595375,-0.6318125,Upstairs
-2.9850001,-8.406,-4.7449503,0.2888875,-0.57928747,-0.6166875,Upstairs
-3.2970002,-8.587951,-5.12505,0.3179,-0.5614125,-0.5988125,Upstairs
-3.6390002,-8.707951,-5.4370503,0.34595,-0.5413375,-0.5707625,Upstairs
-4.056,-8.90205,-5.90595,0.364925,-0.534325,-0.5328125,Upstairs
-4.53,-8.964001,-6.2440505,0.3700125,-0.5423,-0.489775,Upstairs
-5.0620503,-9.027,-6.57,0.3619,-0.5643,-0.43175,Upstairs
-5.4810004,-8.971951,-6.6250505,0.3309625,-0.6073375,-0.362725,Upstairs
-5.8450503,-9.0070505,-6.8089504,0.2849,-0.661375,-0.27775,Upstairs
-6.0000005,-9.004951,-6.70095,0.2270125,-0.7203625,-0.181775,Upstairs
-6.156,-8.991,-6.5190005,0.1678875,-0.782375,-0.0858,Upstairs
-5.9620504,-8.928,-6.2370005,0.106975,-0.8413625,0.0061875,Upstairs
-5.8639503,-8.919001,-6.0930004,0.0510125,-0.8933375,0.0922625,Upstairs
-5.6800504,-8.90205,-6.0000005,0.00495,-0.936375,0.165275,Upstairs
-5.3920503,-8.863951,-6.0160503,-0.0320375,-0.9724,0.2193125,Upstairs
-5.0160003,-8.92605,-6.06195,-0.0650375,-1.0093875,0.2481875,Upstairs
-4.8250504,-8.896951,-6.0430503,-0.0930875,-1.0373,0.2552,Upstairs
-4.58505,-8.84895,-5.808,-0.124025,-1.062325,0.2481875,Upstairs
-4.5679502,-8.701051,-5.78595,-0.1579875,-1.0753875,0.2261875,Upstairs
-4.36695,-8.694,-5.6740503,-0.1920875,-1.073325,0.1992375,Upstairs
-4.374,-8.50905,-5.64795,-0.2330625,-1.0583375,0.1692625,Upstairs
-4.35795,-8.3560505,-5.8660502,-0.2721125,-1.0344125,0.1412125,Upstairs
-4.3120503,-8.18595,-5.9160004,-0.3051125,-1.0143375,0.1243,Upstairs
-4.3120503,-7.93695,-5.95695,-0.3350875,-0.9972875,0.1082125,Upstairs
-4.2499504,-7.6810503,-6.2629504,-0.3601125,-0.9862875,0.1032625,Upstairs
-3.9840002,-7.4080505,-6.5389504,-0.3760625,-0.9873875,0.100237496,Upstairs
-3.9220502,-7.39095,-6.6730504,-0.394075,-0.9944,0.1012,Upstairs
-3.92895,-7.4080505,-6.9340506,-0.4140125,-1.0054,0.104225,Upstairs
-3.9480002,-7.7980504,-7.01805,-0.4371125,-1.018325,0.1093125,Upstairs
-4.03905,-8.533051,-6.7660503,-0.4580125,-1.0203875,0.1161875,Upstairs
-4.0800004,-9.4150505,-6.2509503,-0.46805,-1.013375,0.1172875,Upstairs
-4.05795,-10.519051,-5.6239505,-0.4530625,-0.9733625,0.1161875,Upstairs
-3.7680001,-11.833951,-4.8450003,-0.4041125,-0.8683125,0.1142625,Upstairs
-3.486,-13.053,-4.26795,-0.3229875,-0.67141247,0.1051875,Upstairs
-2.9560502,-14.415001,-3.2380502,-0.22,-0.3674,0.0952875,Upstairs
-2.52795,-15.358951,-1.5949501,-0.108075,0.0496375,0.0862125,Upstairs
-2.25195,-16.08,-0.030000001,0.0138875,0.55962497,0.0752125,Upstairs
-1.8360001,-16.758001,0.55200005,0.1348875,1.1276375,0.071225,Upstairs
-1.36395,-17.392052,-0.14205001,0.2409,1.68465,0.0792,Upstairs
-0.82695,-17.812052,-1.7340001,0.287925,2.1396375,0.093225,Upstairs
-0.46995002,-18.070051,-3.6910503,0.2429625,2.4146376,0.1051875,Upstairs
0.034950003,-17.37795,-5.12295,0.1159125,2.46565,0.1142625,Upstairs
0.38895002,-16.195051,-5.1780005,-0.0671,2.2666874,0.1192125,Upstairs
0.693,-14.458951,-4.82595,-0.24805,1.819675,0.110275,Upstairs
1.485,-12.636001,-4.3369503,-0.385,1.1726,0.0862125,Upstairs
2.7190502,-10.6390505,-4.09305,-0.4640625,0.3876125,0.0402875,Upstairs
3.6499503,-9.130051,-3.7080002,-0.4940375,-0.4582875,-0.0407,Upstairs
4.1340003,-8.00205,-3.2959502,-0.4720375,-1.3162875,-0.1546875,Upstairs
4.09095,-7.02405,-2.5480502,-0.40301248,-2.1263,-0.280775,Upstairs
3.9229503,-6.29895,-1.65495,-0.2820125,-2.8463874,-0.3966875,Upstairs
3.5089502,-5.7790504,-0.84795004,-0.122099996,-3.432275,-0.4937625,Upstairs
3.04695,-5.7720003,-0.16905001,0.0609125,-3.862375,-0.56374997,Upstairs
2.4720001,-5.7910504,0.61200005,0.2259125,-4.114275,-0.6127,Upstairs
2.058,-5.96295,1.125,0.35694999,-4.1823373,-0.654775,Upstairs
1.57395,-6.1210504,1.55595,0.4409625,-4.0893874,-0.6857125,Upstairs
1.31805,-6.25995,1.99995,0.4739625,-3.85935,-0.7128,Upstairs
0.88695,-6.39195,2.2789502,0.4679125,-3.5052874,-0.7348,Upstairs
0.45105,-6.57705,2.6910002,0.4329875,-3.048375,-0.7486875,Upstairs
0.18300001,-6.8929505,2.87805,0.370975,-2.4893,-0.7528125,Upstairs
-0.20205002,-7.1320505,3.1909502,0.298925,-1.8552874,-0.73974997,Upstairs
-0.41805002,-7.73295,3.321,0.231,-1.172325,-0.7187125,Upstairs
-0.62595004,-8.15205,3.4690502,0.1678875,-0.4703875,-0.6917625,Upstairs
-0.76995003,-8.96895,3.4840503,0.1219625,0.21065,-0.665775,Upstairs
-1.011,-9.646951,3.6060002,0.1049125,0.8336625,-0.64968747,Upstairs
-1.1550001,-10.52595,3.7900503,0.1189375,1.384625,-0.6358,Upstairs
-1.3950001,-11.248951,3.7489502,0.1709125,1.857625,-0.621775,Upstairs
-1.5670501,-11.962951,3.7900503,0.2668875,2.2306626,-0.6087125,Upstairs
-1.6200001,-12.53505,3.6370502,0.4208875,2.474725,-0.59675,Upstairs
-1.8190501,-12.901951,3.4720502,0.6479,2.5496626,-0.59675,Upstairs
-2.085,-13.012051,3.012,0.947925,2.4426875,-0.610775,Upstairs
-2.25705,-12.910951,2.04195,1.287,2.171675,-0.62975,Upstairs
-2.52495,-12.592951,0.85395,1.6149375,1.786675,-0.643775,Upstairs
-2.66895,-12.04905,-0.36495003,1.8899375,1.318625,-0.637725,Upstairs
-2.5489502,-11.58705,-1.45095,2.080925,0.785675,-0.610775,Upstairs
-2.46795,-11.041051,-2.6440501,2.1879,0.23265,-0.566775,Upstairs
-2.2039502,-10.567051,-3.6360002,2.2028875,-0.3042875,-0.5137,Upstairs
-1.9150501,-10.18305,-4.431,2.1319375,-0.815375,-0.456775,Upstairs
-1.6150501,-9.55095,-5.1330004,1.9870125,-1.2942874,-0.3997125,Upstairs
-1.1839501,-9.18,-5.5690503,1.7780125,-1.7323625,-0.35475,Upstairs
-0.96900004,-8.845051,-5.643,1.5129125,-2.1253376,-0.3287625,Upstairs
-0.75795,-8.51895,-5.2909503,1.206975,-2.453275,-0.3147375,Upstairs
-0.90900004,-8.545051,-4.5820503,0.876975,-2.6863375,-0.31075,Upstairs
-1.00695,-8.37495,-3.7669501,0.5479375,-2.805275,-0.3097875,Upstairs
-1.03995,-8.34405,-2.8549502,0.2369125,-2.827275,-0.3128125,Upstairs
-1.31805,-8.55195,-1.71,-0.0270875,-2.7863,-0.3157,Upstairs
-1.383,-8.502001,-0.642,-0.2220625,-2.7083375,-0.3278,Upstairs
-1.491,-8.60505,0.38205,-0.3210625,-2.62735,-0.3487,Upstairs
-1.6030501,-8.746051,1.28295,-0.31501248,-2.563275,-0.3817,Upstairs
-1.74705,-8.81595,2.16405,-0.2061125,-2.5042875,-0.423775,Upstairs
-2.0389502,-8.91195,2.466,-0.014025,-2.4134,-0.4657125,Upstairs
-2.3149502,-9.09105,2.33205,0.20693749,-2.2603624,-0.4937625,Upstairs
-2.53695,-9.08895,1.93605,0.4019125,-2.0312874,-0.494725,Upstairs
-2.43195,-9.0720005,1.4809501,0.5399625,-1.7452875,-0.4736875,Upstairs
-2.42505,-9.052951,1.0000501,0.6169625,-1.4234,-0.4378,Upstairs
-2.355,-9.06,0.38700002,0.6389625,-1.100275,-0.395725,Upstairs
-2.121,-8.863951,0.066,0.616,-0.8113875,-0.351725,Upstairs
-1.95105,-8.7300005,-0.26895002,0.572,-0.5823125,-0.3196875,Upstairs
-1.7760001,-8.722051,-0.67305005,0.5198875,-0.44233748,-0.29479998,Upstairs
-1.6680001,-8.799001,-0.83100003,0.4739625,-0.397375,-0.2847625,Upstairs
-1.692,-8.84895,-0.93705004,0.436975,-0.4362875,-0.2827,Upstairs
-1.6680001,-9.003,-0.96495,0.4079625,-0.540375,-0.2827,Upstairs
-1.7299501,-9.084001,-1.023,0.381975,-0.683375,-0.2767875,Upstairs
-1.5960001,-9.249001,-0.98700005,0.3509,-0.8353125,-0.26675,Upstairs
-1.4980501,-9.39105,-0.89100003,0.3119875,-0.9823,-0.2578125,Upstairs
-1.4809501,-9.54195,-0.80700004,0.2649625,-1.1182874,-0.247775,Upstairs
-1.4620501,-9.61095,-0.65205,0.210925,-1.233375,-0.2407625,Upstairs
-1.4929501,-9.68805,-0.49005002,0.1549625,-1.332375,-0.2347125,Upstairs
-1.3090501,-9.679951,-0.16605,0.1060125,-1.430275,-0.2347125,Upstairs
-1.23405,-9.754951,0.00405,0.067925,-1.535325,-0.2426875,Upstairs
-1.2199501,-9.679951,0.094950005,0.0499125,-1.6473875,-0.258775,Upstairs
-1.131,-9.690001,0.15195,0.051975,-1.7633,-0.280775,Upstairs
-1.1869501,-9.72105,0.43005002,0.0719125,-1.8744,-0.3086875,Upstairs
-1.0639501,-9.61095,0.31305,0.11,-1.9652874,-0.33673748,Upstairs
-1.1410501,-9.58905,0.19005,0.1639,-2.041325,-0.362725,Upstairs
-1.3300501,-9.463051,0.00795,0.22,-2.096325,-0.395725,Upstairs
-1.2730501,-9.348001,-0.24105,0.275,-2.1393626,-0.4277625,Upstairs
-1.43295,-9.19005,-0.56205004,0.3289,-2.179375,-0.4626875,Upstairs
-1.55295,-9.156,-0.74505,0.3768875,-2.2154,-0.5038,Upstairs
-1.7569501,-9.051001,-1.19295,0.414975,-2.244275,-0.5438125,Upstairs
-1.9890001,-9.0720005,-1.401,0.4360125,-2.2763126,-0.5836875,Upstairs
-2.21895,-9.181951,-1.6020001,0.44,-2.3043625,-0.6208125,Upstairs
-2.4850502,-9.292951,-1.9590001,0.4250125,-2.327325,-0.65174997,Upstairs
-2.74305,-9.24705,-2.01195,0.3949,-2.3423126,-0.670725,Upstairs
-2.9590502,-9.312,-2.05995,0.3509,-2.349325,-0.687775,Upstairs
-3.15,-9.39795,-2.05695,0.29095,-2.3474,-0.6978125,Upstairs
-3.31995,-9.360001,-2.0770502,0.2259125,-2.3313124,-0.7027625,Upstairs
-3.5380502,-9.331051,-2.0650501,0.15895,-2.3073876,-0.703725,Upstairs
-3.6700501,-9.30195,-2.0770502,0.088,-2.278375,-0.7027625,Upstairs
-3.6870003,-9.40695,-1.8679501,0.0119625,-2.23135,-0.698775,Upstairs
-3.7540503,-9.394951,-1.554,-0.07205,-2.162325,-0.692725,Upstairs
-3.7159503,-9.364051,-1.2360001,-0.1590875,-2.06635,-0.6887375,Upstairs
-3.80205,-9.357,-0.95295006,-0.2410375,-1.9393,-0.6868125,Upstairs
-3.7489502,-9.237,-0.58095,-0.31501248,-1.8002875,-0.681725,Upstairs
-3.83295,-9.130051,-0.21405001,-0.363,-1.6603125,-0.6777375,Upstairs
-3.8230503,-8.96895,0.06795,-0.3779875,-1.529275,-0.6688,Upstairs
-3.8830502,-8.81805,0.31005,-0.35901248,-1.420375,-0.65174997,Upstairs
-3.9790502,-8.715,0.31695002,-0.32505,-1.3303125,-0.6197125,Upstairs
-3.9120002,-8.548051,0.29295,-0.2880625,-1.2502875,-0.5707625,Upstairs
-3.8760002,-8.277,0.18105,-0.256025,-1.177275,-0.505725,Upstairs
-3.6850502,-8.05395,-0.051000003,-0.2440625,-1.1182874,-0.4338125,Upstairs
-3.5070002,-7.7980504,-0.252,-0.2569875,-1.079375,-0.3597,Upstairs
-3.25095,-7.65705,-0.40605003,-0.2871,-1.07635,-0.29479998,Upstairs
-3.07395,-7.5990005,-0.53505003,-0.3290375,-1.112375,-0.2468125,Upstairs
-3.00705,-7.5010505,-0.61605,-0.3810125,-1.188275,-0.2068,Upstairs
-3.0349503,-7.63005,-0.69900006,-0.4371125,-1.29635,-0.1747625,Upstairs
-3.10695,-7.9300504,-0.64395005,-0.4961,-1.4234,-0.148775,Upstairs
-3.4350002,-8.121,-0.49005002,-0.5649875,-1.5343624,-0.1188,Upstairs
-3.867,-8.802,-0.19305001,-0.6480375,-1.6132874,-0.0748,Upstairs
-4.21395,-9.537001,-0.015000001,-0.7381,-1.639275,-0.0017875,Upstairs
-4.78095,-10.50405,0.39600003,-0.812075,-1.618375,0.104225,Upstairs
-5.2510505,-11.77095,0.61200005,-0.8570375,-1.563375,0.2481875,Upstairs
-5.67495,-12.98595,0.95205003,-0.85305,-1.5013624,0.4351875,Upstairs
-6.0529504,-14.335951,0.84405005,-0.795025,-1.4463625,0.6622,Upstairs
-5.991,-15.345,0.73395,-0.7060625,-1.4124,0.9152,Upstairs
-5.7730503,-16.26,0.33705002,-0.5979875,-1.4014,1.177275,Upstairs
-5.2990503,-16.91295,-0.55395,-0.50105,-1.4152875,1.435225,Upstairs
-4.563,-17.33295,-1.4899501,-0.443025,-1.4493876,1.6732374,Upstairs
-3.4669502,-17.428051,-2.5800002,-0.4549875,-1.5043875,1.870275,Upstairs
-2.3500502,-17.328001,-3.8580003,-0.5361125,-1.5973375,2.0081875,Upstairs
-1.062,-17.115002,-5.25495,-0.6870875,-1.7543625,2.0783124,Upstairs
0.59400004,-16.69095,-7.5319505,-0.891,-2.0183625,2.0802374,Upstairs
2.5729501,-16.07505,-10.72305,-1.155,-2.4433749,2.0081875,Upstairs
3.82995,-15.46905,-12.247951,-1.521025,-3.0542874,1.8583125,Upstairs
4.5919504,-14.93805,-12.472951,-1.9729875,-3.763375,1.6542625,Upstairs
5.16195,-14.277,-12.241051,-2.4360874,-4.4363,1.4502125,Upstairs
5.18295,-13.783051,-11.151001,-2.8720999,-5.0293374,1.2692626,Upstairs
4.743,-13.395,-9.27105,-3.234,-5.4962873,1.1262625,Upstairs
4.24905,-12.898951,-7.08195,-3.4940126,-5.8053875,1.0362,Upstairs
4.026,-12.507001,-5.307,-3.6350875,-5.935325,1.0032,Upstairs
3.63105,-12.15705,-3.2569501,-3.65805,-5.886375,1.012275,Upstairs
3.6649501,-11.842951,-1.6309501,-3.5740376,-5.6942873,1.0472,Upstairs
3.6670501,-11.59395,-0.51600003,-3.4029875,-5.3703375,1.089275,Upstairs
4.098,-11.379001,-0.123,-3.1730876,-4.9303374,1.1171875,Upstairs
4.42395,-11.005051,-0.102000006,-2.9299874,-4.395325,1.10825,Upstairs
4.93905,-10.82505,-0.63000005,-2.7240124,-3.7994,1.0432125,Upstairs
5.2980003,-10.653001,-1.131,-2.5900874,-3.17735,0.9202875,Upstairs
5.4540005,-10.555051,-1.0849501,-2.5339875,-2.5683625,0.7382375,Upstairs
5.3370004,-10.63395,-1.011,-2.541,-1.9773875,0.5102625,Upstairs
4.8,-10.66695,-0.72300005,-2.56905,-1.4262875,0.2712875,Upstairs
4.374,-10.708051,-0.58305,-2.5870626,-0.9383,0.0352,Upstairs
3.7219503,-10.732051,-0.45405003,-2.5950375,-0.523325,-0.1766875,Upstairs
3.2620502,-10.806001,-0.52305,-2.5870626,-0.1804,-0.3568125,Upstairs
2.601,-10.854,-0.75900006,-2.5730374,0.0836,-0.5027,Upstairs
1.8540001,-10.86795,-1.3410001,-2.55805,0.2787125,-0.6098125,Upstairs
1.04205,-10.870951,-1.8730501,-2.5449874,0.4076875,-0.6747125,Upstairs
0.39195,-10.91205,-2.38995,-2.5449874,0.4676375,-0.6917625,Upstairs
-0.16395001,-10.830001,-2.7829502,-2.5590124,0.4536125,-0.6677,Upstairs
-0.54705,-10.63605,-2.8860002,-2.5730374,0.3576375,-0.610775,Upstairs
-0.78705,-10.258051,-2.80905,-2.5861,0.197725,-0.5317125,Upstairs
-0.75105006,-9.846001,-2.4810002,-2.5870626,-0.017324999,-0.4477,Upstairs
-0.84900004,-9.56595,-2.12895,-2.577025,-0.2684,-0.3727625,Upstairs
-0.74295,-9.240001,-1.8180001,-2.5491126,-0.5313,-0.3177625,Upstairs
-0.56595004,-8.854051,-1.5450001,-2.50305,-0.804375,-0.2908125,Upstairs
-0.57105005,-8.62905,-1.1740501,-2.445025,-1.0653499,-0.2866875,Upstairs
-0.49005002,-8.30805,-0.64395005,-2.37105,-1.304325,-0.3067625,Upstairs
-0.67200005,-8.109,-0.46095002,-2.2851124,-1.51635,-0.340725,Upstairs
-0.75795,-8.04705,-0.372,-2.19505,-1.700325,-0.3788125,Upstairs
-1.2730501,-7.9609504,-0.66405004,-2.104025,-1.8524,-0.4107125,Upstairs
-1.812,-7.9630504,-1.06095,-2.027025,-1.98935,-0.4268,Upstairs
-2.2429502,-7.9300504,-1.4800501,-1.9630874,-2.1164,-0.4228125,Upstairs
-2.97795,-7.9849505,-2.28705,-1.9160625,-2.2353375,-0.38775,Upstairs
-3.5100002,-7.9939504,-3.1300502,-1.895025,-2.354275,-0.3287625,Upstairs
-3.9859502,-8.089951,-4.0279503,-1.9020375,-2.4913626,-0.2487375,Upstairs
-4.2780004,-8.145,-4.60605,-1.934075,-2.6463249,-0.142725,Upstairs
-4.2450004,-8.203051,-4.8450003,-1.9820625,-2.8043125,-0.0297,Upstairs
-4.13205,-8.26305,-4.82805,-2.0211124,-2.9363124,0.0873125,Upstairs
-3.8550003,-8.410951,-4.91505,-2.0420125,-2.993375,0.2041875,Upstairs
-3.6370502,-8.554951,-4.5940504,-2.035,-2.9414,0.3223,Upstairs
-3.4000502,-8.59605,-4.302,-2.002,-2.7663624,0.4393125,Upstairs
-3.3300002,-8.718,-4.191,-1.950025,-2.4473624,0.5493125,Upstairs
-3.2700002,-8.952001,-4.0609503,-1.890075,-1.992375,0.654225,Upstairs
-3.34905,-9.019051,-4.25595,-1.835075,-1.430275,0.7502,Upstairs
-3.31095,-9.19005,-4.5199504,-1.8060625,-0.8102875,0.8342125,Upstairs
-3.4789503,-9.283051,-5.0269504,-1.8051,-0.19139999,0.907225,Upstairs
-3.5359502,-9.369,-5.41305,-1.835075,0.37867498,0.9673125,Upstairs
-3.32505,-9.52995,-5.6980505,-1.8959875,0.85965,1.0263,Upstairs
-3.0310502,-9.538951,-5.9010005,-1.9729875,1.203675,1.067275,Upstairs
-2.7769501,-9.360001,-5.8939505,-2.0450375,1.374725,1.0813,Upstairs
-2.43705,-9.25905,-5.97795,-2.1060874,1.3816,1.0742875,Upstairs
-1.9789501,-8.96205,-5.64795,-2.1500876,1.2606,1.04225,Upstairs
-1.6699501,-8.622001,-5.3190002,-2.1599874,1.0406,0.984225,Upstairs
-1.52205,-8.0449505,-4.96995,-2.134,0.752675,0.913275,Upstairs
-1.5340501,-7.4989505,-4.7899504,-2.0719874,0.433675,0.8262375,Upstairs
-1.5769501,-6.81405,-4.809,-1.9839875,0.1216875,0.737275,Upstairs
-1.89495,-6.1000504,-4.88595,-1.8790749,-0.1403875,0.6562875,Upstairs
-2.2669501,-5.499,-5.0730004,-1.7681125,-0.3234,0.5872625,Upstairs
-2.64,-5.08395,-5.4199505,-1.661,-0.4283125,0.533225,Upstairs
-3.0000002,-4.7520003,-5.8180504,-1.560075,-0.452375,0.4901875,Upstairs
-3.28005,-4.40205,-6.18405,-1.4711125,-0.4203375,0.4632375,Upstairs
-3.45,-4.27995,-6.6870003,-1.3981,-0.3513125,0.445225,Upstairs
-3.69195,-4.19805,-6.8190002,-1.3470875,-0.2743125,0.4283125,Upstairs
-3.9310503,-4.19595,-6.984,-1.3129874,-0.19139999,0.4142875,Upstairs
-4.1059504,-4.26795,-7.1010003,-1.290025,-0.0952875,0.4103,Upstairs
-4.1280003,-4.512,-6.94995,-1.2881,0.00165,0.401225,Upstairs
-4.06995,-4.5859504,-6.84,-1.29305,0.1067,0.3972375,Upstairs
-4.28595,-4.7850003,-6.40395,-1.2970375,0.2226125,0.39325,Upstairs
-4.45305,-4.7850003,-6.4159503,-1.29305,0.3496625,0.3892625,Upstairs
-4.6470003,-4.905,-6.2509503,-1.2810875,0.4807,0.390225,Upstairs
-4.7239504,-4.94595,-6.30105,-1.2551,0.592625,0.3911875,Upstairs
-4.78905,-4.9690504,-6.4830003,-1.21605,0.6656375,0.3953125,Upstairs
-4.9680004,-5.06295,-6.558,-1.1650375,0.703725,0.3993,Upstairs
-4.992,-5.06295,-6.7230005,-1.1050875,0.70661247,0.4021875,Upstairs
-5.08995,-5.02005,-6.6319504,-1.043075,0.6936875,0.4082375,Upstairs
-5.076,-5.05095,-6.57,-0.98202497,0.6826875,0.412225,Upstairs
-5.0160003,-4.9549503,-6.4810505,-0.9211125,0.6857125,0.4202,Upstairs
-4.93695,-4.99305,-6.4140005,-0.86501247,0.7156875,0.434225,Upstairs
-4.8030005,-4.9339504,-6.3109503,-0.8130375,0.7726125,0.4472875,Upstairs
-4.638,-4.905,-6.2320504,-0.7720625,0.85965,0.4613125,Upstairs
-4.4029503,-4.7779503,-6.21495,-0.7390625,0.9656625,0.4662625,Upstairs
-4.09905,-4.6990504,-6.3250504,-0.7121125,1.0747,0.4653,Upstairs
-3.7680001,-4.4809504,-6.2370005,-0.68901247,1.1737,0.4582875,Upstairs
-3.4450502,-4.3639503,-6.2419505,-0.6681125,1.253725,0.4461875,Upstairs
-3.213,-4.18905,-6.222,-0.6501,1.3146375,0.4312,Upstairs
-2.94705,-3.9610503,-6.1909504,-0.6309875,1.35465,0.4142875,Upstairs
-2.63805,-3.89895,-6.2770505,-0.6120125,1.3706,0.3972375,Upstairs
-2.4460502,-3.762,-6.201,-0.5911125,1.3486,0.3782625,Upstairs
-2.262,-3.7099502,-6.1069503,-0.570075,1.3226125,0.36519998,Upstairs
-2.022,-3.4609501,-6.18195,-0.539,1.3046,0.3553,Upstairs
-1.6819501,-3.4009502,-6.37095,-0.5071,1.2727,0.346225,Upstairs
-1.4310001,-3.3360002,-6.5389504,-0.4750625,1.2236125,0.3312375,Upstairs
-1.3609501,-3.3100502,-6.5890503,-0.443025,1.1616,0.3223,Upstairs
-1.1410501,-3.2760003,-6.852,-0.41799998,1.1006875,0.3141875,Upstairs
-1.08405,-3.1969502,-7.0680003,-0.3931125,1.0267125,0.3102,Upstairs
-0.86100006,-3.2430003,-7.1520004,-0.3680875,0.9546625,0.30621248,Upstairs
-0.66405004,-3.1710002,-7.3410006,-0.339075,0.8837125,0.302225,Upstairs
-0.60195005,-3.183,-7.2979503,-0.3119875,0.79667497,0.2963125,Upstairs
-0.77205,-3.1920002,-7.3290005,-0.286,0.70867497,0.2842125,Upstairs
-0.70005006,-3.4339502,-7.5780005,-0.264,0.64762497,0.2743125,Upstairs
-0.717,-3.3720002,-7.7479506,-0.2470875,0.6226,0.27225,Upstairs
-0.68100005,-3.52095,-7.839,-0.242,0.593725,0.2701875,Upstairs
-0.45405003,-3.6979501,-8.30805,-0.2470875,0.55962497,0.2673,Upstairs
-0.58500004,-3.9229503,-8.72295,-0.2721125,0.526625,0.2572625,Upstairs
-0.56895,-3.9949503,-8.977051,-0.31405,0.4816625,0.2371875,Upstairs
-0.61395,-3.9640503,-9.187051,-0.36107498,0.4316125,0.2072125,Upstairs
-0.53295004,-4.12605,-9.5130005,-0.399025,0.3746875,0.176275,Upstairs
