Column1,Column2,Column3,Column4,Column5,Column6,Column7
acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,Activity
0.22905001,3.108,8.68305,0.484,0.0726,-0.19373749,Downstairs
0.45795003,2.9569502,8.52,0.473,-0.035475,-0.1607375,Downstairs
0.56805,2.91195,8.299951,0.4538875,-0.0935,-0.1417625,Downstairs
0.61095005,2.8279502,8.32905,0.425975,-0.124437496,-0.1307625,Downstairs
0.74295,2.844,8.437051,0.3889875,-0.1403875,-0.1287,Downstairs
0.79095006,2.9280002,8.484,0.3469125,-0.13145,-0.1287,Downstairs
0.83595,2.976,8.467951,0.2998875,-0.09845,-0.1258125,Downstairs
0.87705004,3.00495,8.44095,0.24695,-0.062425,-0.1216875,Downstairs
0.84105,3.072,8.52,0.188925,-0.0334125,-0.11275,Downstairs
0.84795004,3.0289502,8.52795,0.1269125,0.0055,-0.1007875,Downstairs
0.78105,3.0550501,8.559,0.0589875,0.052525,-0.0847,Downstairs
0.76395005,2.98305,8.556001,-0.0081125,0.1035375,-0.06875,Downstairs
0.71400005,2.89995,8.36505,-0.0760375,0.15455,-0.04675,Downstairs
0.81495005,2.8519502,8.476951,-0.1370875,0.20955,-0.0257125,Downstairs
0.78795004,2.7559502,8.50605,-0.1940125,0.25959998,-0.0037125,Downstairs
0.85800004,2.83995,8.71905,-0.2459875,0.3025,0.0171875,Downstairs
0.86505,2.87295,8.853001,-0.2871,0.3436125,0.033275,Downstairs
0.83100003,2.8639503,9.078,-0.31501248,0.3845875,0.0473,Downstairs
1.02795,2.9310002,9.106951,-0.3271125,0.4096125,0.0583,Downstairs
1.014,2.9230502,9.0709505,-0.32999998,0.415525,0.0592625,Downstairs
1.07595,2.9209502,9.25605,-0.3271125,0.4065875,0.0532125,Downstairs
1.1190001,2.83695,9.30105,-0.3180375,0.3806,0.041249998,Downstairs
1.1020501,2.9280002,9.27,-0.2990625,0.34155,0.0202125,Downstairs
0.9580501,2.87595,9.217051,-0.286,0.2954875,-0.0037125,Downstairs
0.94200003,2.87805,9.295951,-0.2690875,0.25355,-0.0297,Downstairs
0.91095006,2.8519502,9.363001,-0.2520375,0.2116125,-0.0556875,Downstairs
0.79800004,2.77005,9.229051,-0.2380125,0.1755875,-0.0787875,Downstairs
0.81195,2.69805,9.346951,-0.22605,0.1475375,-0.0977625,Downstairs
0.693,2.6890502,9.385051,-0.2160125,0.1276,-0.1137125,Downstairs
0.76905006,2.67705,9.28005,-0.212025,0.1115125,-0.1227875,Downstairs
0.61095005,2.49,9.295951,-0.2101,0.1005125,-0.126775,Downstairs
0.60195005,2.4709501,9.45705,-0.2101,0.0946,-0.12375,Downstairs
0.56100005,2.4490502,9.547951,-0.207075,0.0875875,-0.1148125,Downstairs
0.549,2.43495,9.519,-0.2061125,0.0796125,-0.1067,Downstairs
0.52005005,2.361,9.76305,-0.1991,0.07755,-0.095699996,Downstairs
-7.3230004,-8.236051,-0.65895003,-0.3900875,0.5247,-2.6497624,Downstairs
-7.071,-8.277,-0.16605,-0.57805,0.6436375,-2.4657874,Downstairs
-6.6570005,-8.530951,0.44400004,-0.72008747,0.7326,-2.298725,Downstairs
-6.168,-8.95005,1.23195,-0.803,0.779625,-2.1517375,Downstairs
-5.5740004,-8.95995,1.9600501,-0.83709997,0.7887,-2.0317,Downstairs
-4.90605,-8.845051,2.67195,-0.8210125,0.7506125,-1.9547,Downstairs
-4.08405,-9.08205,3.3280501,-0.762025,0.69465,-1.9237624,Downstairs
-3.594,-9.361951,3.7210503,-0.6700375,0.609675,-1.9298124,Downstairs
-3.1050003,-9.649051,3.867,-0.5539875,0.4896375,-1.9617125,Downstairs
-2.913,-9.53205,3.8500502,-0.4301,0.345675,-2.0136874,Downstairs
-2.9850001,-9.61095,3.9390001,-0.3130875,0.185625,-2.078725,Downstairs
-3.04695,-9.526951,3.5320501,-0.2129875,0.0166375,-2.1437626,Downstairs
-3.4110003,-9.372001,3.1290002,-0.1291125,-0.171325,-2.205775,Downstairs
-3.6079502,-9.07695,2.8180501,-0.061049998,-0.375375,-2.2647624,Downstairs
-4.2259502,-8.916,2.4150002,-0.0050875,-0.584375,-2.309725,Downstairs
-4.9180503,-8.77005,1.9560001,0.0449625,-0.78636247,-2.33475,Downstairs
-5.787,-8.845051,1.5799501,0.0730125,-0.93128747,-2.3216875,Downstairs
-6.8749504,-9.312,1.09605,0.073975,-1.013375,-2.2537625,Downstairs
-6.834,-9.052951,0.82995003,0.064899996,-1.067275,-2.1687875,Downstairs
-6.0649505,-8.51895,0.528,0.0578875,-1.122275,-2.122725,Downstairs
-5.47095,-8.52105,0.30105,0.0138875,-1.1033,-2.1168125,Downstairs
-3.52395,-7.1800504,0.57600003,-0.078099996,-0.914375,-2.2147124,Downstairs
-3.3300002,-6.39195,1.0530001,-0.154,-0.732325,-2.3837,Downstairs
-2.47305,-6.77295,0.97605,-0.21505,-0.556325,-2.5707,Downstairs
-1.7830501,-6.7870502,0.88305,-0.2831125,-0.331375,-2.7757125,Downstairs
-2.4769502,-7.9180503,0.84705,-0.36107498,-0.0763125,-2.9387875,Downstairs
-5.268,-10.99995,0.531,-0.45705,0.251625,-2.9678,Downstairs
-8.66895,-15.12705,-0.01305,-0.5979875,0.70867497,-2.8016999,Downstairs
-11.707951,-19.11705,-0.96495,-0.77701247,1.2027125,-2.4398,Downstairs
-13.597951,-22.281,-2.469,-0.9361,1.5206125,-1.96075,Downstairs
-15.22395,-25.191002,-3.76305,-0.979,1.45365,-1.3697749,Downstairs
-16.488,-26.296951,-4.203,-0.773025,0.879725,-0.6648125,Downstairs
-14.203051,-24.45795,-4.302,-0.427075,0.1436875,0.0672375,Downstairs
-11.787001,-21.32505,-3.9090002,-0.1370875,-0.4252875,0.6612375,Downstairs
-9.46395,-18.757952,-4.01205,0.0259875,-0.8023125,1.1092125,Downstairs
-6.741,-15.639001,-3.696,0.0309375,-0.919325,1.35025,Downstairs
-4.89405,-13.44795,-3.01095,-0.0460625,-0.8503,1.41625,Downstairs
-3.663,-12.064051,-2.7160501,-0.1390125,-0.7513,1.4012625,Downstairs
-2.7460501,-10.83705,-2.1649501,-0.2431,-0.644325,1.342275,Downstairs
-1.8739501,-9.766951,-1.5810001,-0.350075,-0.54835,1.243275,Downstairs
-1.24605,-8.775001,-1.2739501,-0.44907498,-0.5223625,1.1152625,Downstairs
-0.45600003,-7.93695,-0.58095,-0.5319875,-0.5693875,0.9612625,Downstairs
0.079950005,-7.281,-0.34095,-0.5930375,-0.6843375,0.7882875,Downstairs
0.49095002,-6.747,-0.14505,-0.6510625,-0.8503,0.6012875,Downstairs
1.2,-6.2530503,-0.00105,-0.702075,-1.0583375,0.401225,Downstairs
1.5619501,-5.95095,0.34395,-0.7409875,-1.2623875,0.1903,Downstairs
1.7680501,-6.03,0.45900002,-0.773025,-1.425325,-0.0237875,Downstairs
1.9020001,-6.14295,0.504,-0.80602497,-1.5173125,-0.2358125,Downstairs
1.7509501,-6.2749505,0.63600004,-0.8300875,-1.5222625,-0.4268,Downstairs
1.28205,-6.4279504,0.67395,-0.84205,-1.442375,-0.5817625,Downstairs
0.88905007,-6.5530505,0.78195006,-0.85305,-1.2973125,-0.698775,Downstairs
0.44400004,-6.87795,0.72195005,-0.8551125,-1.1152625,-0.7797625,Downstairs
0.058950003,-7.1350503,0.67695004,-0.8509875,-0.9163,-0.8237625,Downstairs
-0.29595003,-7.5199504,0.67200005,-0.84205,-0.7002875,-0.82981247,Downstairs
-0.73095006,-7.8940506,0.67395,-0.825,-0.4703875,-0.808775,Downstairs
-1.026,-8.33895,0.669,-0.801075,-0.2413125,-0.76175,Downstairs
-1.28505,-8.706,0.64995,-0.7640875,-0.0262625,-0.6947875,Downstairs
-1.5769501,-9.120001,0.90195006,-0.713075,0.169675,-0.6028,Downstairs
-1.8600001,-9.41205,0.90195006,-0.6529875,0.3306875,-0.49981248,Downstairs
-1.9459502,-9.58905,0.94695,-0.5759875,0.4437125,-0.3966875,Downstairs
-2.08005,-9.68805,1.0189501,-0.4890875,0.5226375,-0.2987875,Downstairs
-2.16105,-9.790951,1.16295,-0.3950375,0.5746125,-0.1986875,Downstairs
-2.40105,-9.760051,1.21095,-0.297,0.6136625,-0.0968,Downstairs
-2.5090501,-9.918,1.419,-0.19607499,0.637725,0.0033,Downstairs
-2.45805,-9.858001,1.44105,-0.098037496,0.6447375,0.0622875,Downstairs
-2.12805,-9.85995,1.7350501,-0.00605,0.658625,0.0103125,Downstairs
-2.259,-9.799951,1.9030501,0.0950125,0.70565,-0.1087625,Downstairs
-2.367,-9.658951,2.29605,0.2099625,0.790625,-0.23375,Downstairs
-2.559,-9.597,2.39895,0.3399,0.8877,-0.36781248,Downstairs
-2.841,-9.618,2.2410002,0.4659875,0.950675,-0.467775,Downstairs
-3.2700002,-9.703951,2.1709502,0.5819,0.950675,-0.49981248,Downstairs
-3.6340501,-9.63,2.0989501,0.69795,0.900625,-0.4717625,Downstairs
-3.5860503,-9.4150505,2.08695,0.80795,0.82665,-0.4037,Downstairs
-3.9379501,-9.39795,2.214,0.92097497,0.7517125,-0.3097875,Downstairs
-3.6750002,-8.952001,2.23095,1.041975,0.6876375,-0.1997875,Downstairs
-3.6510003,-8.839951,2.23095,1.1589875,0.64968747,-0.095699996,Downstairs
-3.69195,-8.88105,2.43195,1.2610124,0.6656375,0.0061875,Downstairs
-3.8590503,-8.854051,2.43495,1.3469499,0.7337,0.1122,Downstairs
-3.7680001,-9.06495,2.49,1.43495,0.7767375,0.2151875,Downstairs
-3.831,-9.213,2.43195,1.5329875,0.7866375,0.3141875,Downstairs
-3.8740501,-9.297001,2.2789502,1.628,0.7866375,0.423225,Downstairs
-3.8040001,-9.240001,2.049,1.701975,0.7836125,0.533225,Downstairs
-3.7680001,-9.285001,1.8739501,1.7569749,0.7767375,0.6441875,Downstairs
-3.7399502,-9.172951,1.695,1.7989125,0.763675,0.7541875,Downstairs
-3.6649501,-9.216001,1.5289501,1.8299875,0.7437375,0.85525,Downstairs
-3.6319501,-9.187051,1.4170501,1.8469,0.713625,0.9453125,Downstairs
-3.522,-9.331051,1.4430001,1.859,0.6716875,1.0181875,Downstairs
-3.38805,-9.484051,1.3090501,1.859,0.61765,1.062325,Downstairs
-3.2749503,-9.703951,1.09605,1.8440125,0.5586625,1.07525,Downstairs
-3.1669502,-9.802951,0.95205003,1.8110125,0.4846875,1.056275,Downstairs
-3.1600502,-9.89805,0.53805,1.7609625,0.38073748,1.001275,Downstairs
-3.1339502,-9.982051,-0.022950001,1.68795,0.2206875,0.9163,Downstairs
-3.555,-10.03695,-2.0329502,1.56695,-0.0592625,0.8091875,Downstairs
-4.1010003,-10.068001,-4.905,1.35795,-0.551375,0.687225,Downstairs
-5.064,-10.066051,-10.32705,0.958925,-1.2373625,0.56925,Downstairs
-5.6080503,-10.092,-10.857,0.4129125,-1.9542875,0.467225,Downstairs
-5.61705,-9.879001,-9.85995,-0.1370875,-2.4893,0.3752375,Downstairs
-5.2840505,-9.748051,-7.0800004,-0.6210875,-2.7633374,0.291225,Downstairs
-5.124,-9.493951,-4.005,-1.0030625,-2.7803874,0.2222,Downstairs
-4.86495,-9.35505,-1.14495,-1.2700875,-2.5922875,0.1643125,Downstairs
-4.4560504,-9.07695,0.81795,-1.4381125,-2.26435,0.110275,Downstairs
-4.24695,-8.823,2.11605,-1.53505,-1.8723375,0.0562375,Downstairs
-4.116,-8.500051,2.8990502,-1.57905,-1.4773,0.0061875,Downstairs
-4.1400003,-8.434951,3.01395,-1.5780874,-1.111275,-0.0257125,Downstairs
-4.15905,-8.409,2.9620502,-1.5481125,-0.7973625,-0.0477125,Downstairs
-4.0480504,-8.215051,2.8270502,-1.507,-0.529375,-0.0666875,Downstairs
-3.936,-8.109,2.7220502,-1.4510375,-0.31033748,-0.0807125,Downstairs
-3.7800002,-7.9270506,2.3800502,-1.384075,-0.1362625,-0.098725,Downstairs
-3.9889503,-8.049001,2.14995,-1.3160125,-0.0083875,-0.109725,Downstairs
-4.0729504,-8.20005,2.01495,-1.2401125,0.073699996,-0.1137125,Downstairs
-4.0669503,-8.512051,1.9560001,-1.1510125,0.1076625,-0.109725,Downstairs
-4.15605,-8.55195,1.8769501,-1.0461,0.0886875,-0.1057375,Downstairs
-4.1200504,-8.863951,1.59195,-0.93005,0.0246125,-0.098725,Downstairs
-4.12305,-8.83695,1.491,-0.80808747,-0.0743875,-0.0928125,Downstairs
-4.0630503,-8.986051,1.16505,-0.6859875,-0.2162875,-0.0818125,Downstairs
-4.05105,-9.03405,0.85605,-0.5600375,-0.3883,-0.0697125,Downstairs
-4.017,-8.863951,0.669,-0.44,-0.5753,-0.060775,Downstairs
-3.9739501,-8.845051,0.59505004,-0.3350875,-0.7473125,-0.0457875,Downstairs
-3.7440002,-8.8279505,0.79605,-0.242,-0.8683125,-0.0336875,Downstairs
-3.48795,-8.655001,0.93795,-0.1551,-0.9233125,-0.032725,Downstairs
-3.2970002,-8.59095,1.16505,-0.0699875,-0.92235,-0.043725,Downstairs
-3.10995,-8.41605,1.45305,0.0059125,-0.8683125,-0.0587125,Downstairs
-3.009,-8.44005,1.36905,0.0749375,-0.7803125,-0.07975,Downstairs
-2.9560502,-8.530951,1.4599501,0.1348875,-0.6644,-0.104775,Downstairs
-3.009,-8.562,1.40205,0.18493749,-0.5303375,-0.1287,Downstairs
-2.9659503,-8.677051,1.18005,0.2259125,-0.3953125,-0.1518,Downstairs
-2.8560002,-8.890051,1.04805,0.2589125,-0.2613875,-0.1766875,Downstairs
-3.0190501,-9.027,0.84705,0.2789875,-0.1373625,-0.20075,Downstairs
-2.9560502,-9.1699505,0.66705,0.2849,-0.0273625,-0.22275,Downstairs
-3.0000002,-9.38805,0.363,0.27995,0.0587125,-0.2426875,Downstairs
-3.0859501,-9.484051,-0.03705,0.2629,0.1166,-0.2607,Downstairs
-3.1050003,-9.453,-0.50895,0.2319625,0.1456125,-0.27775,Downstairs
-3.213,-9.51,-0.85005003,0.1830125,0.1456125,-0.2908125,Downstairs
-3.213,-9.393001,-1.2409501,0.117975,0.1247125,-0.2987875,Downstairs
-3.3229501,-9.204,-1.57605,0.0389125,0.0946,-0.3037375,Downstairs
-3.423,-8.998051,-1.7340001,-0.0510125,0.065725,-0.3018125,Downstairs
-3.555,-8.6310005,-1.81305,-0.16005,0.0477125,-0.291775,Downstairs
-3.7680001,-8.433001,-1.8829501,-0.2831125,0.0466125,-0.27775,Downstairs
-3.828,-8.052,-1.8319501,-0.40301248,0.059675,-0.2517625,Downstairs
-3.9769502,-7.90605,-1.5979501,-0.5209875,0.093637496,-0.2187625,Downstairs
-3.8520002,-7.7310004,-1.30095,-0.6290625,0.141625,-0.181775,Downstairs
-3.8470502,-7.6399503,-0.86505,-0.72008747,0.1986875,-0.1447875,Downstairs
-3.7369502,-7.5540004,-0.45600003,-0.7891125,0.262625,-0.1087625,Downstairs
-3.5359502,-7.3999505,-0.043950003,-0.8399875,0.3276625,-0.0757625,Downstairs
-3.3970501,-7.2949505,0.33195,-0.869,0.3916,-0.0528,Downstairs
-3.1669502,-7.0650005,0.57105005,-0.88,0.450725,-0.0418,Downstairs
-3.0310502,-6.9019504,0.84900004,-0.8771125,0.5066875,-0.038775,Downstairs
-2.9160001,-6.7390504,1.146,-0.8630875,0.57365,-0.0407,Downstairs
-2.6860502,-6.4540505,1.3570501,-0.83709997,0.63965,-0.0488125,Downstairs
-2.59695,-6.2509503,1.3930501,-0.8020375,0.702625,-0.05775,Downstairs
-2.4510002,-5.90595,1.43805,-0.7629875,0.7616125,-0.06875,Downstairs
-2.5420501,-5.781,1.2540001,-0.7220125,0.8116625,-0.0776875,Downstairs
-2.592,-5.4199505,1.065,-0.68805,0.83765,-0.0818125,Downstairs
-2.67405,-5.0610003,0.50895,-0.6670125,0.818675,-0.0787875,Downstairs
-2.8969502,-4.7800503,-0.564,-0.6791125,0.73562497,-0.0666875,Downstairs
-3.0330002,-4.4089503,-1.7389501,-0.7341125,0.570625,-0.0457875,Downstairs
-3.2680502,-4.08705,-3.1570501,-0.8380625,0.3246375,-0.0187,Downstairs
-3.3010502,-3.6810002,-3.9640503,-0.9860125,0.0257125,0.0143,Downstairs
-3.2370002,-3.6210003,-3.9880502,-1.155,-0.2693625,0.0482625,Downstairs
-3.07395,-3.5370002,-3.4969501,-1.3129874,-0.5203,0.082225,Downstairs
-2.7190502,-3.52095,-2.946,-1.450075,-0.70235,0.1062875,Downstairs
-2.4750001,-3.5470502,-2.18895,-1.560075,-0.8113875,0.126225,Downstairs
-2.1090002,-3.6810002,-1.65495,-1.6511,-0.8633625,0.1392875,Downstairs
-1.7920501,-3.9799502,-1.31505,-1.7210875,-0.8762875,0.1412125,Downstairs
-1.5120001,-4.1719503,-1.011,-1.7780125,-0.8624,0.1342,Downstairs
-1.3950001,-4.33005,-1.0129501,-1.83205,-0.8283,0.126225,Downstairs
-1.31595,-4.596,-0.9580501,-1.881,-0.7882875,0.115225,Downstairs
-1.2420001,-4.6579504,-0.88395005,-1.9221125,-0.7473125,0.1012,Downstairs
-1.1839501,-4.85505,-0.65205,-1.9570374,-0.69836247,0.0842875,Downstairs
-1.182,-4.91895,-0.45900002,-1.9740875,-0.649275,0.0702625,Downstairs
-1.2870001,-5.1589503,-0.09705,-1.9729875,-0.5984,0.0572,Downstairs
-1.4860501,-5.37195,0.37305,-1.9380625,-0.5462875,0.052249998,Downstairs
-1.8280501,-5.62095,0.804,-1.8671125,-0.4983,0.0562375,Downstairs
-2.154,-5.9830503,1.2870001,-1.7540874,-0.4802875,0.069299996,Downstairs
-2.49195,-6.19605,1.455,-1.60105,-0.5033875,0.0902,Downstairs
-2.87295,-6.47805,1.5960001,-1.4201,-0.562375,0.122237496,Downstairs
-3.1909502,-6.6240005,1.503,-1.2359875,-0.62535,0.1683,Downstairs
-3.6319501,-6.70305,0.9979501,-1.0770375,-0.66934997,0.2222,Downstairs
-4.13205,-6.8160005,0.44700003,-0.9730875,-0.6873625,0.2963125,Downstairs
-4.62795,-6.97905,-0.44205,-0.93005,-0.6853,0.3862375,Downstairs
-5.1649504,-7.1590505,-1.3750501,-0.9499875,-0.6813125,0.5022875,Downstairs
-5.7229505,-7.4050503,-2.30205,-1.0280875,-0.682275,0.6452875,Downstairs
-6.1249504,-7.7479506,-3.006,-1.1521125,-0.6843375,0.808225,Downstairs
-6.2059503,-8.172,-3.3390002,-1.3050125,-0.6813125,0.973225,Downstairs
-6.1369505,-8.79405,-3.3960001,-1.4680874,-0.6683875,1.1391875,Downstairs
-6.0220504,-9.489,-3.4440002,-1.6251125,-0.6523,1.2912625,Downstairs
-5.859,-10.26,-3.4420502,-1.7670125,-0.649275,1.4262875,Downstairs
-5.63595,-11.094001,-3.3030002,-1.8781124,-0.6793875,1.5422,Downstairs
-5.7510004,-11.986951,-2.7880502,-1.9331125,-0.76835,1.644225,Downstairs
-5.83995,-13.102951,-2.766,-1.914,-0.946275,1.7252125,Downstairs
-6.0220504,-14.229001,-3.15,-1.8250375,-1.216325,1.7892874,Downstairs
-6.0079503,-15.14595,-3.5140502,-1.7010125,-1.5323,1.8332875,Downstairs
-5.9890504,-15.663001,-4.158,-1.5890875,-1.7892874,1.8501999,Downstairs
-5.7730503,-15.975,-4.623,-1.5360125,-1.898325,1.8473125,Downstairs
-5.61495,-16.26,-5.109,-1.5481125,-1.849375,1.8242124,Downstairs
-5.63595,-16.46595,-5.4630003,-1.5921125,-1.6663625,1.793275,Downstairs
-5.55,-16.69605,-6.012,-1.64505,-1.39535,1.7661875,Downstairs
-5.7439504,-16.82505,-6.1720505,-1.675025,-1.0852875,1.7532625,Downstairs
-5.9209504,-17.038052,-6.2320504,-1.65,-0.787325,1.754225,Downstairs
-6.183,-17.30595,-5.76,-1.55705,-0.5324,1.7652249,Downstairs
-6.3960004,-17.41395,-5.1730504,-1.417075,-0.30827498,1.7881875,Downstairs
-6.53205,-17.476051,-5.1060004,-1.2579875,-0.110275,1.8033125,Downstairs
-6.5389504,-17.304,-5.0730004,-1.1191125,0.0616,1.81225,Downstairs
-6.096,-16.91295,-5.26695,-1.023,0.197725,1.7952,Downstairs
-5.80695,-16.285051,-5.8680005,-0.9871125,0.28861248,1.7402,Downstairs
-5.5020003,-15.74505,-6.1530004,-1.010075,0.3377,1.6603125,Downstairs
-5.1979504,-15.031051,-6.43095,-1.0791,0.3526875,1.5571874,Downstairs
-4.65,-14.113951,-6.4759502,-1.1919875,0.36465,1.4293125,Downstairs
-4.197,-13.219951,-6.30105,-1.3380125,0.3916,1.276275,Downstairs
-3.759,-12.147,-5.78595,-1.4980625,0.438625,1.1012375,Downstairs
